fecha,producto_id,nombre,categoria,subcategoria,precio_base,es_estrella,unidades_vendidas,precio_venta,ingresos,Amazon,Decathlon,Deporvillage,precio_competencia,descuento_porcentaje,ratio_precio,año,mes,dia,dia_semana,fin_de_semana,semana_año,trimestre,inicio_mes,fin_mes,es_festivo,es_blackfriday,es_cybermonday,es_laborable
2021-10-26,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.93,225.86,111.69,98.28,106.86,105.61,2.66363636363637,1.0693116182179718,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,80.57,161.14,78.33,73.41,77.22,76.32000000000001,0.7124999999999915,1.0556865828092241,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,4,132.88,531.52,125.65,108.1,116.67,116.80666666666667,2.215384615384612,1.1376063010102162,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.52,20.52,20.71,18.03,21.33,20.023333333333333,2.599999999999998,1.0248043948726486,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.4,35.4,32.66,33.33,35.33,33.77333333333333,1.1428571428571388,1.0481642321358073,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-26,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.48,50.48,46.33,46.14,51.84,48.10333333333333,0.9599999999999936,1.0494075254660107,2021,10,26,1,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,8,114.27,914.16,84.06,108.9,96.89,96.61666666666667,-0.6347826086956556,1.1827151975159564,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,136.28,1090.24,113.99,110.25,120.7,114.98,0.948148148148149,1.1852496086275874,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,87.55,262.65,88.71,77.26,84.54,83.50333333333333,2.999999999999997,1.0484611392758771,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,76.27,152.54,77.01,70.51,76.4,74.64,1.693333333333328,1.0218381564844587,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.14,70.28,37.57,32.37,34.67,34.87,0.40000000000000163,1.0077430455979353,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.63,129.26,68.72,61.64,66.83,65.73,-0.5692307692307762,0.983264871443785,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,69.27,138.54,71.07,65.18,71.39,69.21333333333332,-1.0428571428571485,1.0008187247158544,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,66.02,132.04,62.78,58.93,64.01,61.90666666666667,1.569230769230763,1.0664441094120178,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,407.15,814.3,366.12,325.5,351.0,347.53999999999996,1.7874999999999943,1.1715198250561087,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,2,171.01,342.02,175.93,143.73,158.62,159.42666666666665,-2.280000000000005,1.0726561846617044,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,45.12,90.24,42.36,43.88,45.47,43.903333333333336,0.266666666666661,1.0277123984511425,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,2,55.65,111.3,55.34,51.03,51.96,52.77666666666667,1.1818181818181792,1.0544432514368722,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,24.83,49.66,24.7,22.83,24.41,23.98,-0.6800000000000068,1.0354462051709756,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.7,79.4,38.92,35.81,39.03,37.92,-0.7499999999999929,1.0469409282700421,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,147.55,442.65,138.28,143.54,134.95,138.92333333333332,-1.633333333333326,1.0620966000431895,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,838.38,1676.76,751.94,705.42,777.95,745.1033333333335,1.0096385542168669,1.1251862157821508,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,1,95.68,95.68,97.63,88.21,93.52,93.11999999999999,0.7157894736842177,1.027491408934708,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,1,71.53,71.53,70.41,65.2,71.17,68.92666666666668,2.1857142857142873,1.0377696102137537,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,110.13,220.26,105.56,101.28,112.02,106.28666666666668,0.11818181818181404,1.0361600702502665,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,79.24,158.48,76.35,71.19,78.08,75.20666666666666,-0.9500000000000064,1.0536299973406613,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,129.07,645.35,126.33,110.92,119.51,118.92,-0.7153846153846206,1.0853514968045743,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.04,20.04,18.63,18.06,20.15,18.946666666666665,0.19999999999999576,1.0577058409570725,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,35.23,35.23,35.24,34.14,35.18,34.85333333333333,0.6571428571428483,1.010807192042846,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-27,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,50.65,50.65,49.22,45.31,52.23,48.919999999999995,1.2999999999999972,1.035363859362224,2021,10,27,2,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,7,118.14,826.98,81.98,109.87,96.08,95.97666666666667,2.7304347826086963,1.2309241829611364,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,8,138.46,1107.68,111.93,108.4,117.44,112.58999999999999,2.562962962962969,1.2297717381650237,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,2,82.76,165.52,87.0,76.85,81.91,81.92,-2.6352941176470526,1.01025390625,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.21,146.42,74.1,68.27,78.57,73.64666666666666,-2.386666666666675,0.9940707884493527,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,34.97,69.94,34.15,32.73,36.1,34.32666666666666,-0.08571428571428896,1.018741503204506,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,64.25,128.5,66.06,60.35,65.42,63.94333333333333,-1.153846153846154,1.0047959130480113,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,1,71.27,71.27,70.36,64.41,71.46,68.74333333333333,1.8142857142857085,1.0367550792804152,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.43,130.86,66.23,58.69,62.7,62.54,0.661538461538472,1.0462104253277904,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,1,405.19,405.19,362.04,322.12,352.57,345.57666666666665,1.2974999999999994,1.1725039306280325,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,171.03,171.03,177.03,145.24,160.29,160.85333333333332,-2.268571428571428,1.0632667440318304,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,2,44.14,88.28,44.49,41.06,43.53,43.02666666666667,-1.9111111111111099,1.0258754260923457,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,55.08,165.24,49.82,53.66,56.9,53.46,0.14545454545454234,1.0303030303030303,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,2,25.31,50.62,27.06,23.11,25.19,25.12,1.2399999999999949,1.007563694267516,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,2,39.42,78.84,42.3,38.73,40.1,40.376666666666665,-1.4499999999999957,0.9763064476182615,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,154.17,462.51,133.65,145.96,131.17,136.92666666666665,2.7799999999999914,1.125931155362968,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,832.5,1665.0,738.5,706.06,767.93,737.4966666666666,0.30120481927710846,1.128818661327283,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,92.4,184.8,91.94,91.89,90.46,91.42999999999999,-2.7368421052631517,1.0106092092311059,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,70.43,140.86,65.79,67.0,72.47,68.42,0.6142857142857241,1.0293773750365391,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,112.11,224.22,114.12,103.18,111.75,109.68333333333334,1.9181818181818178,1.0221242972192675,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_020,Quechua MH500,Outdoor,Ropa Montaña,80,False,2,78.62,157.24,79.03,71.57,82.48,77.69333333333333,-1.7249999999999943,1.0119272352840227,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_021,Manduka PRO Yoga Mat,Wellness,Esterilla Yoga,130,True,5,130.87,654.35,126.61,110.96,120.21,119.25999999999999,0.6692307692307727,1.0973503270166025,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_022,Gaiam Premium Yoga Block,Wellness,Bloque Yoga,20,False,1,20.48,20.48,19.85,18.01,19.52,19.126666666666665,2.400000000000002,1.0707563611014292,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_023,Liforme Yoga Pad,Wellness,Rodillera Yoga,35,False,1,34.69,34.69,36.24,32.84,33.13,34.07,-0.8857142857142922,1.018197828001174,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-28,PROD_024,Lotuscrafts Yoga Bolster,Wellness,Cojín Yoga,50,False,1,49.32,49.32,48.71,45.66,52.01,48.79333333333333,-1.3599999999999994,1.0107938242929362,2021,10,28,3,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_001,Nike Air Zoom Pegasus 40,Running,Zapatillas Running,115,True,12,117.23,1406.76,83.84,110.32,94.48,96.21333333333332,1.939130434782612,1.2184381929046564,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_002,Adidas Ultraboost 23,Running,Zapatillas Running,135,True,9,131.72,1185.48,112.67,108.27,118.42,113.12,-2.4296296296296305,1.1644271570014144,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_003,Asics Gel Nimbus 25,Running,Zapatillas Running,85,False,3,85.63,256.89,79.18,76.55,83.71,79.81333333333333,0.7411764705882299,1.0728783828934179,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_004,New Balance Fresh Foam X 1080v12,Running,Zapatillas Running,75,False,2,73.51,147.02,70.95,68.79,73.65,71.13000000000001,-1.98666666666666,1.0334598622240967,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_005,Nike Dri-FIT Miler,Running,Ropa Running,35,False,2,35.5,71.0,32.51,32.01,34.84,33.12,1.4285714285714286,1.0718599033816425,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_006,Adidas Own The Run Jacket,Running,Ropa Running,65,False,2,63.42,126.84,66.74,58.48,64.75,63.32333333333333,-2.430769230769228,1.0015265568247618,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_007,Puma Velocity Nitro 2,Running,Zapatillas Running,70,False,2,68.0,136.0,68.08,63.33,66.72,66.04333333333334,-2.857142857142857,1.0296270125675062,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_008,Reebok Floatride Energy 5,Running,Zapatillas Running,65,False,2,65.18,130.36,64.0,61.52,61.97,62.49666666666667,0.2769230769230874,1.0429356232332392,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_009,Bowflex SelectTech 552,Fitness,Mancuernas Ajustables,400,True,2,393.57,787.14,365.51,338.16,349.06,350.91,-1.6075000000000017,1.121569633239292,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_010,Domyos BM900,Fitness,Banco Gimnasio,175,True,1,174.97,174.97,176.5,148.82,160.54,161.95333333333335,-0.017142857142857792,1.0803729469394474,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_011,Reebok Professional Deck,Fitness,Esterilla Fitness,45,False,3,46.32,138.96,47.31,41.72,43.75,44.26,2.933333333333334,1.0465431540894714,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_012,Domyos Kit Mancuernas 20kg,Fitness,Pesas Casa,55,False,3,54.68,164.04,52.13,48.64,54.52,51.76333333333334,-0.5818181818181823,1.0563461909974883,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_013,Decathlon Bandas Elásticas Set,Fitness,Bandas Elásticas,25,False,3,24.89,74.67,24.18,24.12,23.86,24.05333333333333,-0.43999999999999767,1.0347838137472285,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_014,Sveltus Kettlebell 12kg,Fitness,Pesa Rusa,40,False,3,41.18,123.54,41.63,37.26,39.99,39.626666666666665,2.9499999999999993,1.039199192462988,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_015,Salomon Speedcross 5 GTX,Outdoor,Zapatillas Trail,150,True,3,146.66,439.98,133.15,143.59,132.58,136.44000000000003,-2.226666666666669,1.0749047200234534,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_016,Trek Marlin 7,Outdoor,Bicicleta Montaña,830,True,2,833.9,1667.8,733.79,698.17,759.78,730.5799999999999,0.4698795180722864,1.1414218839825894,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_017,The North Face Borealis,Outdoor,Mochila Trekking,95,False,2,93.71,187.42,87.09,86.18,91.92,88.39666666666666,-1.357894736842112,1.0601078472038916,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_018,Columbia Silver Ridge,Outdoor,Ropa Montaña,70,False,2,69.39,138.78,68.65,65.8,66.28,66.91,-0.8714285714285706,1.0370647137946496,2021,10,29,4,0,43,4,0,1,0,0,0,1
2021-10-29,PROD_019,Merrell Moab 2 GTX,Outdoor,Zapatillas Trail,110,False,2,107.16,214.32,113.05,98.24,109.52,106.93666666666667,-2.5818181818181847,1.0020884635765717,2021,10,29,4,0,43,4,0,1,0,0,0,1
